ligand_SMILES,ligand_stoichiometry,ligand_number_of_atoms,ligand_charge,ligand_multiplicity,ligand_dipole,ligand_molar_mass,ligand_molar_volume,ligand_electronic_spatial_extent,ligand_homo_energy,ligand_lumo_energy,ligand_electronegativity,ligand_hardness,ligand_electrophilicity,ligand_E_scf,ligand_zero_point_correction,ligand_E_thermal_correction,ligand_H_thermal_correction,ligand_G_thermal_correction,ligand_E_zpe,ligand_E,ligand_H,ligand_G,ligand_ES_root_dipole,ligand_ES_root_molar_volume,ligand_ES_root_electronic_spatial_extent,ligand_ES1_transition,ligand_ES1_osc_strength,ligand_ES1_<S**2>,ligand_ES2_transition,ligand_ES2_osc_strength,ligand_ES2_<S**2>,ligand_ES3_transition,ligand_ES3_osc_strength,ligand_ES3_<S**2>,ligand_ES4_transition,ligand_ES4_osc_strength,ligand_ES4_<S**2>,ligand_ES5_transition,ligand_ES5_osc_strength,ligand_ES5_<S**2>,ligand_ES6_transition,ligand_ES6_osc_strength,ligand_ES6_<S**2>,ligand_ES7_transition,ligand_ES7_osc_strength,ligand_ES7_<S**2>,ligand_ES8_transition,ligand_ES8_osc_strength,ligand_ES8_<S**2>,ligand_ES9_transition,ligand_ES9_osc_strength,ligand_ES9_<S**2>,ligand_ES10_transition,ligand_ES10_osc_strength,ligand_ES10_<S**2>,ligand_c_min_atom_number,ligand_c_min_atom=N,ligand_c_min_atom=C,ligand_c_min_atom=O,ligand_c_min_Mulliken_charge,ligand_c_min_APT_charge,ligand_c_min_NPA_charge,ligand_c_min_NPA_core,ligand_c_min_NPA_valence,ligand_c_min_NPA_Rydberg,ligand_c_min_NPA_total,ligand_c_min_NMR_shift,ligand_c_min_NMR_anisotropy,ligand_c_min_ES_root_Mulliken_charge,ligand_c_min_ES_root_NPA_charge,ligand_c_min_ES_root_NPA_core,ligand_c_min_ES_root_NPA_valence,ligand_c_min_ES_root_NPA_Rydberg,ligand_c_min_ES_root_NPA_total,ligand_c_min+1_atom_number,ligand_c_min+1_atom=C,ligand_c_min+1_atom=O,ligand_c_min+1_Mulliken_charge,ligand_c_min+1_APT_charge,ligand_c_min+1_NPA_charge,ligand_c_min+1_NPA_core,ligand_c_min+1_NPA_valence,ligand_c_min+1_NPA_Rydberg,ligand_c_min+1_NPA_total,ligand_c_min+1_NMR_shift,ligand_c_min+1_NMR_anisotropy,ligand_c_min+1_ES_root_Mulliken_charge,ligand_c_min+1_ES_root_NPA_charge,ligand_c_min+1_ES_root_NPA_core,ligand_c_min+1_ES_root_NPA_valence,ligand_c_min+1_ES_root_NPA_Rydberg,ligand_c_min+1_ES_root_NPA_total,ligand_c_max_atom_number,ligand_c_max_atom=P,ligand_c_max_Mulliken_charge,ligand_c_max_APT_charge,ligand_c_max_NPA_charge,ligand_c_max_NPA_core,ligand_c_max_NPA_valence,ligand_c_max_NPA_Rydberg,ligand_c_max_NPA_total,ligand_c_max_NMR_shift,ligand_c_max_NMR_anisotropy,ligand_c_max_ES_root_Mulliken_charge,ligand_c_max_ES_root_NPA_charge,ligand_c_max_ES_root_NPA_core,ligand_c_max_ES_root_NPA_valence,ligand_c_max_ES_root_NPA_Rydberg,ligand_c_max_ES_root_NPA_total,ligand_c_max-1_atom_number,ligand_c_max-1_atom=C,ligand_c_max-1_atom=H,ligand_c_max-1_atom=P,ligand_c_max-1_Mulliken_charge,ligand_c_max-1_APT_charge,ligand_c_max-1_NPA_charge,ligand_c_max-1_NPA_core,ligand_c_max-1_NPA_valence,ligand_c_max-1_NPA_Rydberg,ligand_c_max-1_NPA_total,ligand_c_max-1_NMR_shift,ligand_c_max-1_NMR_anisotropy,ligand_c_max-1_ES_root_Mulliken_charge,ligand_c_max-1_ES_root_NPA_charge,ligand_c_max-1_ES_root_NPA_core,ligand_c_max-1_ES_root_NPA_valence,ligand_c_max-1_ES_root_NPA_Rydberg,ligand_c_max-1_ES_root_NPA_total,ligand_c_min_%VBur,ligand_c_min+1_%VBur,ligand_c_max_%VBur,ligand_c_max-1_%VBur
CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,1.1545,358.5459,3128.781,9567.8573,-0.20039,0.05074,0.074825,0.125565,0.125565,-1279.428257,0.594303,0.616419,0.617364,0.544435,-1278.833954,-1278.811837,-1278.810893,-1278.883822,1.7153,2970.762,9574.5211,205.89,0.0609,0,198.38,0.1135,0,192.18,0.0228,0,175.69,0.0005,0,170.72,0.0583,0,169.47,0.0619,0,163.64,0.021,0,162.84,0.0181,0,161.23,0.0107,0,160.64,0.0015,0,4,0,1,0,-0.482792,-0.111645,-0.76623,1.99934,4.7542,0.01269,6.76623,171.4515,13.1375,-0.472431,-0.8197,1.99929,4.80135,0.01905,6.8197,1,1,0,-0.446658,0.08279,-0.67806,1.99946,4.67095,0.00764,6.67806,176.3041,18.7402,-0.445159,-0.67996,1.99946,4.67267,0.00782,6.67996,5,1,0.415052,0.356517,0.85055,9.99869,4.11553,0.03523,14.14945,350.7647,72.7801,0.419574,1.09437,9.99771,3.83439,0.07353,13.90563,40,0,1,0,0.162522,-0.004557,0.24463,0,0.7541,0.00126,0.75537,30.6154,6.9943,0.173726,0.25079,0,0.74784,0.00137,0.74921,0.737582707,0.454926499,0.818688063,0.624322625
CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,1.1732,358.5459,3424.926,9854.4156,-0.2014,0.05081,0.075295,0.126105,0.126105,-1279.429604,0.594117,0.616387,0.617331,0.543952,-1278.835487,-1278.813217,-1278.812273,-1278.885652,1.1789,3591.185,9860.6056,205.35,0.0615,0,194.54,0.0884,0,192.43,0.0485,0,176.24,0.0008,0,170.88,0.1045,0,168.26,0.0149,0,162.74,0.0087,0,161.66,0.0168,0,161.02,0.0065,0,159.93,0.0118,0,4,0,1,0,-0.475918,-0.141919,-0.76904,1.99934,4.75628,0.01341,6.76904,169.7721,14.3354,-0.459798,-0.83467,1.99929,4.81391,0.02147,6.83467,1,1,0,-0.4427,0.062414,-0.67735,1.99946,4.6704,0.00749,6.67735,176.1661,19.0424,-0.442303,-0.67822,1.99946,4.67111,0.00765,6.67822,5,1,0.408769,0.380656,0.86733,9.9987,4.09848,0.0355,14.13267,334.1398,67.131,0.384307,1.08628,9.99772,3.83935,0.07665,13.91372,40,0,1,0,0.16373,0.003986,0.24371,0,0.75488,0.00141,0.75629,30.6226,7.2395,0.167844,0.24669,0,0.75147,0.00184,0.75331,0.737522829,0.443908865,0.791982276,0.630220652
CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,1.1325,358.5459,3153.453,9759.6378,-0.20146,0.05028,0.07559,0.12587,0.12587,-1279.429834,0.594146,0.61638,0.617324,0.544162,-1278.835688,-1278.813454,-1278.81251,-1278.885672,0.9227,3253.036,9765.8498,205.82,0.0656,0,194.36,0.1047,0,192.79,0.0348,0,175.83,0.0006,0,170.86,0.1152,0,167.89,0.0059,0,162.76,0.0064,0,161.89,0.0183,0,160.95,0.0056,0,159.89,0.0098,0,4,0,1,0,-0.474263,-0.145319,-0.77141,1.99935,4.75871,0.01336,6.77141,168.6029,21.6086,-0.454992,-0.84009,1.9993,4.81901,0.02179,6.84009,1,1,0,-0.442233,0.060218,-0.67815,1.99946,4.67117,0.00752,6.67815,175.6128,18.2255,-0.438147,-0.67845,1.99946,4.67128,0.00771,6.67845,5,1,0.408329,0.382463,0.86828,9.9987,4.09744,0.03557,14.13172,333.3381,68.1138,0.377994,1.08226,9.99772,3.84297,0.07705,13.91774,39,0,1,0,0.157133,-0.007802,0.24435,0,0.75405,0.0016,0.75565,31.2039,7.9748,0.15953,0.2471,0,0.7507,0.00219,0.7529,0.74015748,0.445316009,0.792910392,0.600970031
CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,1.1732,358.5459,2959.416,9854.3081,-0.2014,0.05081,0.075295,0.126105,0.126105,-1279.429604,0.594118,0.616388,0.617332,0.543952,-1278.835486,-1278.813216,-1278.812272,-1278.885652,1.179,3025.92,9860.4987,205.35,0.0615,0,194.54,0.0884,0,192.43,0.0485,0,176.24,0.0008,0,170.88,0.1045,0,168.26,0.0149,0,162.74,0.0088,0,161.66,0.0168,0,161.02,0.0065,0,159.93,0.0118,0,4,0,1,0,-0.475912,-0.141937,-0.76905,1.99934,4.7563,0.01341,6.76905,169.7721,14.3305,-0.459793,-0.83468,1.99929,4.81392,0.02146,6.83468,1,1,0,-0.4427,0.062411,-0.67735,1.99946,4.6704,0.00749,6.67735,176.1649,19.0431,-0.442302,-0.67822,1.99946,4.67111,0.00765,6.67822,5,1,0.408765,0.380666,0.86734,9.9987,4.09847,0.0355,14.13266,334.1506,67.1241,0.384322,1.08632,9.99772,3.83931,0.07665,13.91368,39,0,1,0,0.163727,0.003985,0.24372,0,0.75487,0.00141,0.75628,30.6223,7.2373,0.167845,0.2467,0,0.75146,0.00184,0.7533,0.737433011,0.443878926,0.791922398,0.630220652
CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,1.1325,358.5459,3352.598,9759.5753,-0.20146,0.05028,0.07559,0.12587,0.12587,-1279.429834,0.594146,0.61638,0.617325,0.544162,-1278.835688,-1278.813454,-1278.812509,-1278.885672,0.9227,3219.822,9765.7879,205.82,0.0656,0,194.37,0.1047,0,192.79,0.0348,0,175.83,0.0006,0,170.86,0.1152,0,167.89,0.0059,0,162.76,0.0064,0,161.89,0.0183,0,160.95,0.0056,0,159.89,0.0098,0,4,0,1,0,-0.47426,-0.145311,-0.77141,1.99935,4.7587,0.01336,6.77141,168.6017,21.6124,-0.454984,-0.84009,1.9993,4.819,0.02179,6.84009,1,1,0,-0.442233,0.060216,-0.67815,1.99946,4.67117,0.00752,6.67815,175.6124,18.2259,-0.438147,-0.67845,1.99946,4.67128,0.00771,6.67845,5,1,0.408325,0.382469,0.86828,9.9987,4.09745,0.03557,14.13172,333.3402,68.1023,0.377991,1.08227,9.99772,3.84296,0.07705,13.91773,40,0,1,0,0.157135,-0.007806,0.24436,0,0.75404,0.0016,0.75564,31.2041,7.9743,0.159529,0.24711,0,0.7507,0.00219,0.75289,0.740067663,0.445286069,0.792910392,0.600970031
CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,1.1757,358.5459,3860.771,10041.5369,-0.20149,0.0507,0.075395,0.126095,0.126095,-1279.431162,0.594044,0.616353,0.617297,0.544034,-1278.837118,-1278.814809,-1278.813865,-1278.887128,1.2736,3558.623,10047.6351,205.35,0.0602,0,194.01,0.1145,0,191.47,0.0259,0,176.05,0.0006,0,170.68,0.1199,0,167.56,0.003,0,162.19,0.0143,0,161.57,0.0035,0,161.28,0.0158,0,159.56,0.0078,0,4,0,1,0,-0.472856,-0.127469,-0.76676,1.99935,4.7541,0.01331,6.76676,166.4932,22.0082,-0.457103,-0.83109,1.9993,4.8107,0.0211,6.83109,1,1,0,-0.441906,0.081899,-0.6734,1.99946,4.66651,0.00743,6.6734,173.627,24.7587,-0.442785,-0.67414,1.99946,4.66712,0.00756,6.67414,5,1,0.408876,0.377159,0.86723,9.9987,4.09851,0.03556,14.13277,334.2865,67.906,0.387871,1.08951,9.99771,3.83619,0.07658,13.91049,40,0,1,0,0.15755,-0.007212,0.24506,0,0.75337,0.00156,0.75494,30.9795,7.8399,0.161858,0.24835,0,0.74967,0.00198,0.75165,0.717493488,0.420286818,0.792640939,0.582198138
CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,C24H39P,64,0,1,1.1826,358.5459,3879.916,9683.3791,-0.19695,0.0509,0.073025,0.123925,0.123925,-1279.426474,0.594101,0.616306,0.617251,0.544126,-1278.832373,-1278.810168,-1278.809223,-1278.882348,2.3383,3578.888,9692.7621,208.29,0.0356,0,199.07,0.0511,0,192.11,0.0857,0,178.06,0.0137,0,174.03,0.0031,0,170.44,0.073,0,165.57,0.0213,0,162.84,0.008,0,161.92,0.0251,0,160.1,0.0025,0,4,0,1,0,-0.487831,-0.11547,-0.78019,1.99934,4.76681,0.01404,6.78019,166.1571,28.0866,-0.503126,-0.8222,1.9993,4.80597,0.01693,6.8222,1,1,0,-0.44309,0.060849,-0.67861,1.99946,4.67163,0.00752,6.67861,176.2332,18.879,-0.444809,-0.68026,1.99946,4.67305,0.00775,6.68026,5,1,0.407129,0.401768,0.87088,9.9987,4.09351,0.03692,14.12912,330.5086,59.7141,0.51642,1.2323,9.99769,3.70757,0.06245,13.7677,39,0,1,0,0.163045,-0.015439,0.25169,0,0.747,0.00132,0.74831,30.1233,6.613,0.17782,0.25659,0,0.74091,0.0025,0.74341,0.724319631,0.446094428,0.79066495,0.570222448
[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,1.7382,554.3897,4337.615,18814.9448,-0.19418,-0.01615,0.105165,0.089015,0.089015,-3258.807695,0.51748,0.549339,0.550284,0.449539,-3258.290215,-3258.258355,-3258.257411,-3258.358156,1.7987,4476.049,18816.861,536.52,0.0002,0,535.72,0.0008,0,472.31,0.0015,0,465.55,0.0001,0,358.17,0.0003,0,348.4,0,0,293.85,0.001,0,291.46,0.018,0,289.71,0.0008,0,286.73,0.0008,0,2,0,1,0,-0.227187,-0.122166,-0.4694,1.99863,4.44254,0.02823,6.4694,110.2458,86.8906,-0.221997,-0.48276,1.99866,4.45629,0.02781,6.48276,14,1,0,-0.22719,-0.122163,-0.4694,1.99863,4.44254,0.02823,6.4694,110.2459,86.8873,-0.221995,-0.48275,1.99866,4.45628,0.02781,6.48275,20,1,0.390827,0.705665,0.92472,9.99827,4.03263,0.04438,14.07528,378.5923,49.8503,0.387728,0.9231,9.99827,4.03428,0.04436,14.0769,21,0,0,1,0.390802,0.70567,0.92471,9.99827,4.03264,0.04438,14.07529,378.5938,49.8613,0.3877,0.92309,9.99827,4.03429,0.04436,14.07691,0.832789437,0.832669681,0.748181192,0.748300949
[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,2.3599,554.3897,4765.918,21977.2958,-0.19412,-0.01893,0.106525,0.087595,0.087595,-3258.808156,0.517469,0.549338,0.550283,0.448458,-3258.290687,-3258.258817,-3258.257873,-3258.359698,2.4016,4640.499,21979.0115,525.8,0.001,0,525.7,0.0001,0,465.5,0.0002,0,461.5,0.0007,0,351.37,0.0001,0,348.91,0.0003,0,298.78,0.0001,0,297.67,0.0076,0,296.6,0.0012,0,294.94,0.0001,0,13,0,1,0,-0.21857,-0.136143,-0.46784,1.99861,4.4409,0.02833,6.46784,110.9565,83.5407,-0.215864,-0.47978,1.99864,4.45325,0.02789,6.47978,2,1,0,-0.218577,-0.136132,-0.46784,1.99861,4.4409,0.02833,6.46784,110.9553,83.5391,-0.21587,-0.47979,1.99864,4.45326,0.02789,6.47979,18,1,0.37643,0.738886,0.92561,9.99829,4.03251,0.04359,14.07439,375.5315,53.1464,0.374468,0.92358,9.99829,4.03472,0.04341,14.07642,19,0,0,1,0.376442,0.738866,0.92561,9.99829,4.03251,0.04359,14.07439,375.5304,53.1533,0.374479,0.92358,9.99829,4.03472,0.04341,14.07642,0.822849615,0.822879555,0.721235891,0.721205952
[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,1.3424,554.3897,4005.186,21194.05,-0.19376,-0.01949,0.106625,0.087135,0.087135,-3258.80786,0.517425,0.549325,0.550269,0.447928,-3258.290435,-3258.258535,-3258.257591,-3258.359932,1.3768,4823.449,21195.8652,526.75,0.0003,0,526.54,0.0013,0,465.57,0.0002,0,462.56,0.0005,0,352.38,0.0001,0,348.3,0.0003,0,300.22,0.0039,0,297.6,0.0007,0,295.68,0.0038,0,293.44,0.0001,0,2,0,1,0,-0.217301,-0.144297,-0.46733,1.99861,4.44046,0.02826,6.46733,110.8239,82.9688,-0.21581,-0.48196,1.99864,4.45547,0.02785,6.48196,13,1,0,-0.220146,-0.132108,-0.46802,1.99861,4.44121,0.0282,6.46802,110.8109,83.8549,-0.217632,-0.48026,1.99864,4.45387,0.02775,6.48026,19,1,0.37752,0.726065,0.9245,9.9983,4.03349,0.04372,14.0755,375.3647,53.2024,0.375572,0.92246,9.9983,4.03572,0.04352,14.07754,18,0,0,1,0.367656,0.729288,0.9214,9.99829,4.03648,0.04383,14.0786,374.877,52.127,0.365363,0.91938,9.99829,4.03863,0.04369,14.08062,0.824556151,0.822550223,0.718930571,0.721864615
[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,2.4048,554.3897,4695.482,22888.1778,-0.19407,-0.01974,0.106905,0.087165,0.087165,-3258.80833,0.51745,0.549338,0.550282,0.448705,-3258.290881,-3258.258993,-3258.258048,-3258.359626,2.4557,4439.365,22890.436,526.92,0.0004,0,525.53,0,0,466.76,0,0,458.72,0,0,354.52,0,0,344.37,0,0,299.67,0.0042,0,298.85,0.0021,0,297.01,0.0003,0,296.75,0.0002,0,2,0,1,0,-0.219346,-0.154666,-0.46965,1.9986,4.44277,0.02828,6.46965,112.0737,82.9199,-0.217271,-0.48839,1.99864,4.46173,0.02802,6.48839,12,1,0,-0.219354,-0.154639,-0.46965,1.9986,4.44277,0.02828,6.46965,112.0754,82.9168,-0.217283,-0.48839,1.99864,4.46173,0.02802,6.48839,17,1,0.368494,0.751071,0.92222,9.99829,4.03584,0.04365,14.07778,375.6885,53.456,0.365327,0.91997,9.99829,4.03813,0.04361,14.08003,16,0,0,1,0.368489,0.751082,0.92221,9.99829,4.03585,0.04365,14.07779,375.6812,53.4616,0.365321,0.91996,9.99829,4.03814,0.04361,14.08004,0.823747792,0.823747792,0.721714919,0.721714919
[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],C34H28FeP2,65,0,1,1.3413,554.3897,3961.649,21196.5715,-0.19376,-0.01949,0.106625,0.087135,0.087135,-3258.80786,0.517425,0.549324,0.550268,0.447932,-3258.290435,-3258.258536,-3258.257592,-3258.359928,1.3757,4779.815,21198.3867,526.73,0.0003,0,526.52,0.0013,0,465.57,0.0002,0,462.55,0.0005,0,352.38,0.0001,0,348.3,0.0003,0,300.22,0.0039,0,297.6,0.0007,0,295.68,0.0038,0,293.44,0.0001,0,2,0,1,0,-0.2173,-0.144292,-0.46733,1.99861,4.44045,0.02826,6.46733,110.8207,82.9659,-0.215814,-0.48196,1.99864,4.45548,0.02785,6.48196,11,1,0,-0.22015,-0.132081,-0.46801,1.99861,4.4412,0.0282,6.46801,110.808,83.8531,-0.217633,-0.48024,1.99864,4.45386,0.02775,6.48024,15,1,0.377527,0.7261,0.92448,9.9983,4.0335,0.04372,14.07552,375.3569,53.2129,0.375578,0.92245,9.9983,4.03573,0.04352,14.07755,14,0,0,1,0.36766,0.729298,0.92139,9.99829,4.03649,0.04383,14.07861,374.8737,52.1266,0.365365,0.91937,9.99829,4.03864,0.04369,14.08063,0.824645969,0.822550223,0.71896051,0.721954433
CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],C26H44FeP2,73,0,1,1.5964,474.4281,4060.11,14221.1933,-0.18924,-0.00095,0.095095,0.094145,0.094145,-2963.583904,0.645984,0.680851,0.681795,0.582823,-2962.93792,-2962.903053,-2962.902109,-2963.001081,1.5572,4060.11,14222.7693,539.15,0.0002,0,537.4,0.0002,0,472.15,0.0002,0,471.32,0.0013,0,355.67,0.0001,0,355.56,0.0003,0,268.07,0.0162,0,267.07,0.0001,0,264.09,0.0099,0,263.89,0.0622,0,42,0,1,0,-0.453861,0.011238,-0.6768,1.99935,4.66581,0.01164,6.6768,163.439,30.1595,-0.453964,-0.67705,1.99935,4.66597,0.01172,6.67705,52,1,0,-0.453865,0.011248,-0.6768,1.99935,4.6658,0.01164,6.6768,163.4378,30.1652,-0.453968,-0.67704,1.99935,4.66597,0.01172,6.67704,19,1,0.42999,0.441274,0.88185,9.99842,4.08111,0.03861,14.11815,332.9511,34.4449,0.428552,0.87987,9.99843,4.08318,0.03851,14.12013,47,0,0,1,0.430004,0.441256,0.88184,9.99842,4.08112,0.03861,14.11816,332.9449,34.4525,0.428567,0.87986,9.99843,4.08319,0.03852,14.12014,0.592167899,0.592108021,0.801981977,0.802101733
CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],C26H44FeP2,73,0,1,1.5963,474.4281,3753.033,14220.4769,-0.18924,-0.00095,0.095095,0.094145,0.094145,-2963.583904,0.645985,0.680852,0.681796,0.58282,-2962.937919,-2962.903052,-2962.902108,-2963.001084,1.557,3309.493,14222.0531,539.17,0.0002,0,537.42,0.0002,0,472.16,0.0002,0,471.34,0.0013,0,355.67,0.0001,0,355.57,0.0003,0,268.07,0.0162,0,267.07,0.0001,0,264.1,0.0098,0,263.89,0.0622,0,52,0,1,0,-0.453867,0.011236,-0.6768,1.99935,4.6658,0.01164,6.6768,163.4387,30.1655,-0.45397,-0.67704,1.99935,4.66597,0.01172,6.67704,42,1,0,-0.453868,0.011244,-0.6768,1.99935,4.6658,0.01164,6.6768,163.4375,30.1649,-0.45397,-0.67704,1.99935,4.66597,0.01172,6.67704,19,1,0.430026,0.441274,0.88187,9.99842,4.08109,0.03861,14.11813,332.9706,34.4365,0.428588,0.8799,9.99843,4.08316,0.03852,14.1201,47,0,0,1,0.430025,0.44123,0.88184,9.99842,4.08112,0.03861,14.11816,332.9594,34.4498,0.428589,0.87986,9.99843,4.0832,0.03851,14.12014,0.592108021,0.592167899,0.802011916,0.802071794
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1472,280.4325,2557.098,6142.9062,-0.2016,0.05385,0.073875,0.127725,0.127725,-1047.154239,0.486416,0.505556,0.5065,0.439793,-1046.667823,-1046.648683,-1046.647739,-1046.714446,1.3821,2914.542,6147.0226,204.38,0.0712,0,197.63,0.0956,0,188.37,0.0094,0,176.98,0.0244,0,169.48,0.0132,0,168.65,0.0081,0,164.44,0.0075,0,158.02,0.0027,0,157.06,0.0018,0,153.84,0.0047,0,2,0,1,0,-0.298141,-0.040863,-0.54795,1.9992,4.53302,0.01574,6.54795,157.8727,15.7077,-0.245977,-0.60802,1.99915,4.58527,0.02361,6.60802,16,1,0,-0.281959,-0.03085,-0.53631,1.99924,4.52181,0.01527,6.53631,152.6202,19.6166,-0.282475,-0.60085,1.9992,4.57693,0.02473,6.60085,1,1,0.392538,0.320309,0.7984,9.9987,4.16874,0.03416,14.2016,354.7681,83.7445,0.324262,0.97716,9.99776,3.93499,0.09009,14.02284,45,0,1,0,0.155063,-0.017639,0.23841,0,0.76026,0.00133,0.76159,29.9981,5.0389,0.140231,0.22724,0,0.77119,0.00157,0.77276,0.810424838,0.813837909,0.823178947,0.512918775
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1957,280.4325,2400.101,6059.7006,-0.19996,0.05187,0.074045,0.125915,0.125915,-1047.152092,0.486274,0.505453,0.506397,0.439733,-1046.665818,-1046.646639,-1046.645695,-1046.712359,1.3072,2546.449,6063.9344,208.7,0.0583,0,196,0.0933,0,191.47,0.006,0,179.91,0.0285,0,176.66,0.0131,0,172.52,0.0133,0,164.35,0.0066,0,158.8,0.0071,0,157.76,0.0267,0,157.3,0.0134,0,2,0,1,0,-0.299991,-0.05033,-0.55313,1.99922,4.53811,0.01581,6.55313,156.7807,13.5914,-0.280988,-0.64925,1.99919,4.62489,0.02517,6.64925,9,1,0,-0.277965,-0.053844,-0.54125,1.99923,4.52709,0.01493,6.54125,157.6727,13.9496,-0.264382,-0.55898,1.99917,4.53882,0.02099,6.55898,1,1,0.38848,0.341157,0.80783,9.99872,4.15709,0.03635,14.19217,330.9859,42.1844,0.349551,1.0362,9.99774,3.88,0.08605,13.9638,39,0,1,0,0.157361,-0.015647,0.23989,0,0.7588,0.00131,0.76011,29.908,5.1781,0.138814,0.22649,0,0.77102,0.00249,0.77351,0.804676507,0.82883746,0.811951738,0.511541571
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1315,280.4325,2597.831,6169.0432,-0.20097,0.0496,0.075685,0.125285,0.125285,-1047.149785,0.486449,0.505677,0.506621,0.439292,-1046.663336,-1046.644108,-1046.643164,-1046.710493,1.5202,2340.903,6172.5192,208.39,0.0864,0,198.7,0.0404,0,183.14,0.0644,0,176.19,0.0074,0,171.06,0.0168,0,169.12,0.0089,0,165.27,0.0048,0,159.58,0.023,0,159.1,0.0017,0,155.14,0.003,0,9,0,1,0,-0.266459,-0.057544,-0.54518,1.99924,4.53115,0.0148,6.54518,155.6036,15.7181,-0.239327,-0.51876,1.99916,4.50241,0.01719,6.51876,2,1,0,-0.30106,-0.020646,-0.54242,1.99919,4.52645,0.01677,6.54242,152.9947,22.7389,-0.276057,-0.62298,1.99916,4.59828,0.02554,6.62298,1,1,0.400938,0.322332,0.79244,9.99871,4.17475,0.0341,14.20756,345.7085,64.1001,0.325163,0.93601,9.99779,3.97781,0.08839,14.06399,45,0,1,0,0.15464,-0.018938,0.2384,0,0.76025,0.00135,0.7616,30.067,5.0826,0.146329,0.23204,0,0.76634,0.00163,0.76796,0.802670579,0.794706745,0.819346726,0.504865124
P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,C18H33P,52,0,1,1.1472,280.4325,3079.534,6142.8036,-0.20161,0.05386,0.073875,0.127735,0.127735,-1047.154239,0.486417,0.505557,0.506501,0.439796,-1046.667822,-1046.648683,-1046.647738,-1046.714443,1.3823,2749.584,6146.9211,204.37,0.0712,0,197.64,0.0956,0,188.37,0.0094,0,176.98,0.0244,0,169.47,0.0132,0,168.65,0.0081,0,164.44,0.0075,0,158.02,0.0027,0,157.06,0.0018,0,153.84,0.0047,0,9,0,1,0,-0.298145,-0.040887,-0.54797,1.9992,4.53304,0.01574,6.54797,157.8767,15.7067,-0.245974,-0.60803,1.99915,4.58528,0.02361,6.60803,2,1,0,-0.281968,-0.030874,-0.53633,1.99924,4.52183,0.01527,6.53633,152.6211,19.6174,-0.282499,-0.60089,1.9992,4.57696,0.02473,6.60089,1,1,0.392537,0.320302,0.79842,9.9987,4.16872,0.03416,14.20158,354.7745,83.7533,0.324271,0.97719,9.99776,3.93495,0.0901,14.02281,29,0,1,0,0.155069,-0.01763,0.23841,0,0.76026,0.00133,0.76159,29.998,5.0383,0.140237,0.22724,0,0.77119,0.00157,0.77276,0.810275141,0.813927727,0.823208886,0.512978653
